name,department,dept_name,state,EOW,cause,location,year
"Deputy Sheriff Esteban Velasquez, Jr.","Dallas County Sheriff's Department, TX",Dallas County Sheriff's Department,TX,1980-02-24,Cause of Death: Heart attack,NA,1980
Agent Randolph Scott Hergesheimer,"Montana Department of Justice - Division of Criminal Investigation, MT",Montana Department of Justice - Division of Criminal Investigation,MT,1980-02-20,Cause of Death: Automobile crash,NA,1980
"Officer Alfred Morris Johnson, Jr.","Atlanta Police Department, GA",Atlanta Police Department,GA,1980-02-16,Cause of Death: Gunfire,NA,1980
Officer Arthur P. Snyder,"Metropolitan Police Department, DC",Metropolitan Police Department,DC,1980-02-12,Cause of Death: Gunfire,NA,1980
Police Officer Robert J. Bilodeau,"New York City Police Department, NY",New York City Police Department,NY,1980-02-12,Cause of Death: Gunfire,NA,1980
Officer John W. Savalis,"Brockton Police Department, MA",Brockton Police Department,MA,1980-02-10,Cause of Death: Automobile crash,NA,1980
Wildlife Technician Donald L. Teague,"Arkansas Game and Fish Commission, AR",Arkansas Game and Fish Commission,AR,1980-02-07,Cause of Death: Gunfire,NA,1980
Wildlife Manager Allen R. Severson,"Arizona Department of Game and Fish, AZ",Arizona Department of Game and Fish,AZ,1980-02-07,Cause of Death: Aircraft accident,NA,1980
Officer Robert Keith Hawkins,"DeKalb County Police Department, GA",DeKalb County Police Department,GA,1980-02-07,Cause of Death: Vehicle pursuit,NA,1980
Police Officer Delma Devon Adams,"Raleigh Police Department, NC",Raleigh Police Department,NC,1980-02-03,Cause of Death: Gunfire,NA,1980
Police Officer Antonio Martinez Kelsey,"Prince George's County Police Department, MD",Prince George's County Police Department,MD,1980-02-02,Cause of Death: Gunfire,NA,1980
Police Officer Cecil Frank Sledge,"New York City Police Department, NY",New York City Police Department,NY,1980-01-28,Cause of Death: Gunfire,NA,1980
"Trooper Charles V. Vogel, Jr.","Ohio State Highway Patrol, OH",Ohio State Highway Patrol,OH,1980-01-24,Cause of Death: Struck by vehicle,NA,1980
Deputy Sheriff William Cordell Scott,"Anderson County Sheriff's Department, TN",Anderson County Sheriff's Department,TN,1980-01-21,Cause of Death: Automobile crash,NA,1980
Police Officer Ruben Roy Farmer,"Idabel Police Department, OK",Idabel Police Department,OK,1980-01-20,Cause of Death: Gunfire,NA,1980
Sergeant Richard L. Bandy,"Hendersonville Police Department, TN",Hendersonville Police Department,TN,1980-01-19,Cause of Death: Vehicular assault,NA,1980
Patrolman Alfredo Flores Araiza,"Live Oak Police Department, TX",Live Oak Police Department,TX,1980-01-17,Cause of Death: Vehicle pursuit,NA,1980
Police Officer William Washington,"Philadelphia Police Department, PA",Philadelphia Police Department,PA,1980-01-16,Cause of Death: Gunfire,NA,1980
Patrolman Dave L. Alcox,"Oak Hill Police Department, OH",Oak Hill Police Department,OH,1980-01-15,Cause of Death: Gunfire,NA,1980
Special Agent S. Perry Watkins,"United States Department of the Treasury - United States Secret Service, US",United States Department of the Treasury - United States Secret Service,US,1980-01-14,Cause of Death: Gunfire,Location: Colorado,1980
Sergeant Ronald L. Lampe,"Henry County Sheriff's Department, IN",Henry County Sheriff's Department,IN,1980-01-09,Cause of Death: Gunfire,NA,1980
Chief of Police Luella Kay Holloway,"Coalinga Police Department, CA",Coalinga Police Department,CA,1980-01-04,Cause of Death: Aircraft accident,NA,1980
Officer Donald R. Holloway,"California Highway Patrol, CA",California Highway Patrol,CA,1980-01-04,Cause of Death: Aircraft accident,NA,1980
Patrolman Leonard Clifford Miller,"Apollo Borough Police Department, PA",Apollo Borough Police Department,PA,1980-01-03,Cause of Death: Gunfire,NA,1980
Trooper Billy M. Langham,"Mississippi Department of Public Safety - Mississippi Highway Patrol, MS",Mississippi Department of Public Safety - Mississippi Highway Patrol,MS,1981-12-31,Cause of Death: Gunfire,NA,1981
Chief of Police Thomas W. Hall,"Northwood Police Department, OH",Northwood Police Department,OH,1981-12-31,Cause of Death: Duty related illness,NA,1981
Police Officer Daniel T. Maloney,"Virginia Beach Police Department, VA",Virginia Beach Police Department,VA,1981-12-27,Cause of Death: Gunfire,NA,1981
Police Officer Charles S. Mehlberg,"Milwaukee Police Department, WI",Milwaukee Police Department,WI,1981-12-23,Cause of Death: Gunfire,NA,1981
Police Officer John A. Machajewski,"Milwaukee Police Department, WI",Milwaukee Police Department,WI,1981-12-23,Cause of Death: Gunfire,NA,1981
Police Officer Willie James Archie,"Swainsboro Police Department, GA",Swainsboro Police Department,GA,1981-12-21,Cause of Death: Automobile crash,NA,1981
Trooper Philip Joseph Lamonaco,"New Jersey State Police, NJ",New Jersey State Police,NJ,1981-12-21,Cause of Death: Gunfire,NA,1981
Policeman Jorge Martines-Garcia,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,1981-12-20,Cause of Death: Gunfire,NA,1981
Deputy Marshal Todd M. Granger,"Rose City Police Department, TX",Rose City Police Department,TX,1981-12-19,Cause of Death: Gunfire (Inadvertent),NA,1981
"Police Officer Anthony J. Abruzzo, Jr.","New York City Police Department, NY",New York City Police Department,NY,1981-12-16,Cause of Death: Gunfire,NA,1981
Corporal Lemon Harvey,"Hillsborough County Sheriff's Office, FL",Hillsborough County Sheriff's Office,FL,1981-12-15,Cause of Death: Gunfire,NA,1981
Police Officer Paul J. Harmon,"Huntington Police Department, WV",Huntington Police Department,WV,1981-12-14,Cause of Death: Gunfire,NA,1981
Corporal Michael Wayne Ritchie,"East Baton Rouge Parish Sheriff's Office, LA",East Baton Rouge Parish Sheriff's Office,LA,1981-12-12,Cause of Death: Gunfire,NA,1981
Police Officer Daniel J. Faulkner,"Philadelphia Police Department, PA",Philadelphia Police Department,PA,1981-12-09,Cause of Death: Gunfire,NA,1981
Deputy Sheriff George V. Darnell,"Warren County Sheriff's Department, IL",Warren County Sheriff's Department,IL,1981-12-07,Cause of Death: Gunfire,NA,1981
Chief of Police Jake James McCullough,"Hannahville Tribal Police Department, TR",Hannahville Tribal Police Department,TR,1981-12-05,Cause of Death: Automobile crash,Location: Michigan,1981
Officer Wyndall T. Davis,"DeKalb County Police Department, GA",DeKalb County Police Department,GA,1981-12-03,Cause of Death: Automobile crash,NA,1981
Policeman Jose Luis Troche-Vargas,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,1981-12-02,Cause of Death: Gunfire,NA,1981
Deputy Sheriff Robert L. Kirby,"Chickasaw County Sheriff's Department, MS",Chickasaw County Sheriff's Department,MS,1981-12-01,Cause of Death: Gunfire,NA,1981
Customs Officer George J. Spencer,"United States Department of the Treasury - United States Customs Service, US",United States Department of the Treasury - United States Customs Service,US,1981-11-30,Cause of Death: Gunfire,Location: New York,1981
Officer George Steve Watkins,"Troy Police Department, AL",Troy Police Department,AL,1981-11-26,Cause of Death: Gunfire,NA,1981
Patrol Officer Edmond N. Cannon,"Charlotte Police Department, NC",Charlotte Police Department,NC,1981-11-23,Cause of Death: Gunfire,NA,1981
Officer Dennie Quay Enevold,"Hendersonville Police Department, NC",Hendersonville Police Department,NC,1981-11-22,Cause of Death: Gunfire,NA,1981
Sergeant Charles Ivan Baker,"Jefferson County Sheriff's Office, AL",Jefferson County Sheriff's Office,AL,1981-11-21,Cause of Death: Automobile crash,NA,1981
Patrolman Michael D. Avila,"Parlier Police Department, CA",Parlier Police Department,CA,1981-11-15,Cause of Death: Gunfire,NA,1981
Trooper David Lee Alverson,"South Carolina Highway Patrol, SC",South Carolina Highway Patrol,SC,1981-11-13,Cause of Death: Automobile crash,NA,1981
Deputy Sheriff Jimmy Lee Shoop,"Clackamas County Sheriff's Department, OR",Clackamas County Sheriff's Department,OR,1981-11-07,Cause of Death: Vehicular assault,NA,1981
"Sergeant Donald C. Benson, Sr.","Lancaster County Sheriff's Office, VA",Lancaster County Sheriff's Office,VA,1981-11-05,Cause of Death: Gunfire,NA,1981
Officer Lloyd Marland Lund,"Long Beach Police Department, CA",Long Beach Police Department,CA,1981-10-30,Cause of Death: Motorcycle crash,NA,1981
Deputy Sheriff Robert R. Lawson,"Itasca County Sheriff's Office, MN",Itasca County Sheriff's Office,MN,1981-10-29,Cause of Death: Gunfire,NA,1981
Deputy Sheriff Royce Melvin Anderson,"Harris County Sheriff's Office, TX",Harris County Sheriff's Office,TX,1981-10-26,Cause of Death: Gunfire (Inadvertent),NA,1981
"Reserve Deputy John R. ""Sonny"" Litch, Jr.","Mahoning County Sheriff's Office, OH",Mahoning County Sheriff's Office,OH,1981-10-22,Cause of Death: Gunfire,NA,1981
Police Officer Anthony Jerome Johnson,"Cleveland Division of Police, OH",Cleveland Division of Police,OH,1981-10-21,Cause of Death: Gunfire,NA,1981
"Sergeant Edward J. O'Grady, Jr.","Nyack Police Department, NY",Nyack Police Department,NY,1981-10-20,Cause of Death: Gunfire,NA,1981
Police Officer Waverly L. Brown,"Nyack Police Department, NY",Nyack Police Department,NY,1981-10-20,Cause of Death: Gunfire,NA,1981
Deputy Sheriff Patrick Anthony Tennies,"Curry County Sheriff's Office, OR",Curry County Sheriff's Office,OR,1981-10-20,Cause of Death: Automobile crash,NA,1981
Sergeant John McGinn,"Worcester Police Department, MA",Worcester Police Department,MA,1981-10-15,Cause of Death: Heart attack,NA,1981
Patrolman Peter Francis Egnor,"Atlantic City Police Department, NJ",Atlantic City Police Department,NJ,1981-10-14,Cause of Death: Gunfire,NA,1981
Policeman Justo Surillo-Santiago,"Puerto Rico Police Department, PR",Puerto Rico Police Department,PR,1981-10-13,Cause of Death: Gunfire,NA,1981
Patrolman Peter Visser,"Wyoming Highway Patrol, WY",Wyoming Highway Patrol,WY,1981-10-12,Cause of Death: Vehicular assault,NA,1981
Deputy Sheriff Michael Ronald Wilson,"Kern County Sheriff's Department, CA",Kern County Sheriff's Department,CA,1981-10-11,Cause of Death: Automobile crash,NA,1981
Correctional Officer Robert D. Hurd,"Kansas Department of Corrections, KS",Kansas Department of Corrections,KS,1981-10-11,Cause of Death: Stabbed,NA,1981
Police Officer Eddie L. Hobson,"Dayton Police Department, OH",Dayton Police Department,OH,1981-10-11,Cause of Death: Vehicular assault,NA,1981
Chief Deputy Sheriff Duane Herman Otto,"Pottawattamie County Sheriff's Office, IA",Pottawattamie County Sheriff's Office,IA,1981-10-08,Cause of Death: Structure collapse,NA,1981
Deputy Sheriff Joel Dean Hughes,"Pickens County Sheriff's Office, SC",Pickens County Sheriff's Office,SC,1981-10-07,Cause of Death: Heart attack,NA,1981
Patrolman Enrique L. Carrisalez,"Los Fresnos Police Department, TX",Los Fresnos Police Department,TX,1981-10-07,Cause of Death: Gunfire,NA,1981
Officer Johnny Ramirez Martinez,"California Highway Patrol, CA",California Highway Patrol,CA,1981-10-02,Cause of Death: Gunfire,NA,1981
Police Officer Tommy L. Thedford,"Bessemer Police Department, AL",Bessemer Police Department,AL,1981-10-01,Cause of Death: Gunfire,NA,1981
Sergeant Jesse L. Henderson,"Wellston Police Department, MO",Wellston Police Department,MO,1981-10-01,Cause of Death: Gunfire,NA,1981
Detective John C. Phillips,"New Rochelle Police Department, NY",New Rochelle Police Department,NY,1981-10-01,Cause of Death: Automobile crash,NA,1981
Trooper David Irvine Rucker,"Texas Department of Public Safety - Texas Highway Patrol, TX",Texas Department of Public Safety - Texas Highway Patrol,TX,1981-09-29,Cause of Death: Gunfire,NA,1981
Lieutenant Robert Micheletti,"Harper Woods Police Department, MI",Harper Woods Police Department,MI,1981-09-27,Cause of Death: Heart attack,NA,1981
Chief of Police Richard Carrington,"Lexington Police Department, TN",Lexington Police Department,TN,1981-09-25,Cause of Death: Gunfire,NA,1981
Police Officer Edward Russell Young,"Metro-Dade Police Department, FL",Metro-Dade Police Department,FL,1981-09-23,Cause of Death: Automobile crash,NA,1981
"Investigator Elvis ""Ed"" Murphy","Comal County Sheriff's Office, TX",Comal County Sheriff's Office,TX,1981-09-21,Cause of Death: Aircraft accident,NA,1981
Detective Sergeant James William Utz,"Terre Haute Police Department, IN",Terre Haute Police Department,IN,1981-09-15,Cause of Death: Motorcycle crash,NA,1981
Deputy Sheriff James E. Taylor,"Towns County Sheriff's Office, GA",Towns County Sheriff's Office,GA,1981-09-11,Cause of Death: Struck by vehicle,NA,1981
Sergeant George H. Rupp,"Ferry County Sheriff's Department, WA",Ferry County Sheriff's Department,WA,1981-09-11,Cause of Death: Aircraft accident,NA,1981
Sheriff Vincent T. Zummo,"Braxton County Sheriff's Department, WV",Braxton County Sheriff's Department,WV,1981-09-11,Cause of Death: Aircraft accident,NA,1981
Chief of Police Ray Wilson Jones,"Alamo Police Department, TN",Alamo Police Department,TN,1981-09-09,Cause of Death: Heart attack,NA,1981
Patrol Officer Robert F. Stankye,"Orange Police Department, CT",Orange Police Department,CT,1981-09-03,Cause of Death: Heart attack,NA,1981
Deputy Sheriff Richard Dean Harmon,"Stark County Sheriff's Office, OH",Stark County Sheriff's Office,OH,1981-09-03,Cause of Death: Automobile crash,NA,1981
Trooper Robin Lee Farmer,"Virginia State Police, VA",Virginia State Police,VA,1981-09-03,Cause of Death: Vehicle pursuit,NA,1981
Police Officer Nathaniel K. Broom,"Miami Police Department, FL",Miami Police Department,FL,1981-09-02,Cause of Death: Gunfire,NA,1981
Correctional Officer Rex Thompson,"Oklahoma Department of Corrections, OK",Oklahoma Department of Corrections,OK,1981-09-01,Cause of Death: Assault,NA,1981
Correctional Officer Gerald Peter Magee,"New Mexico Corrections Department, NM",New Mexico Corrections Department,NM,1981-08-30,Cause of Death: Stabbed,NA,1981
Trooper Allan Peterson,"Michigan State Police, MI",Michigan State Police,MI,1981-08-29,Cause of Death: Exposure to toxins,NA,1981
Correctional Officer Ronald W. Moore,"Tennessee Department of Correction, TN",Tennessee Department of Correction,TN,1981-08-29,Cause of Death: Stabbed,NA,1981
"Patrolman Richard Paul Miller, Sr.","Minneapolis Police Department, MN",Minneapolis Police Department,MN,1981-08-25,Cause of Death: Gunfire,NA,1981
Marshal George E. Mann,"Flippin Police Department, AR",Flippin Police Department,AR,1981-08-22,Cause of Death: Automobile crash,NA,1981
"Deputy Sheriff Carl Richard Goodman, Jr.","Madison County Sheriff's Office, AR",Madison County Sheriff's Office,AR,1981-08-22,Cause of Death: Automobile crash,NA,1981
Sergeant Lawrence Devine,"Suffolk County Police Department, NY",Suffolk County Police Department,NY,1981-08-22,Cause of Death: Gunfire,NA,1981
Deputy Dennis D. Fuller,"Merced County Sheriff's Department, CA",Merced County Sheriff's Department,CA,1981-08-19,Cause of Death: Automobile crash,NA,1981
"Police Supervisor William E. O'Neil, Sr.","Jaffrey Police Department, NH",Jaffrey Police Department,NH,1981-08-19,Cause of Death: Automobile crash,NA,1981
Patrolman Jack William Osborne,"Seymour Police Department, IN",Seymour Police Department,IN,1981-08-15,Cause of Death: Vehicular assault,NA,1981
Patrolman John E. Johnson,"Holliston Police Department, MA",Holliston Police Department,MA,1981-08-13,Cause of Death: Gunfire,NA,1981
Lieutenant George Yaros,"Gary Police Department, IN",Gary Police Department,IN,1981-08-11,Cause of Death: Gunfire,NA,1981
Chief of Police Ralph Richard Ash,"Swea City Police Department, IA",Swea City Police Department,IA,1981-08-08,Cause of Death: Vehicular assault,NA,1981
Detective Darrell Vendl Phelps,"Kentucky State Police, KY",Kentucky State Police,KY,1981-08-07,Cause of Death: Gunfire,NA,1981
Deputy Sheriff Alan M. Hultgren,"Skagit County Sheriff's Office, WA",Skagit County Sheriff's Office,WA,1981-08-07,Cause of Death: Vehicular assault,NA,1981
Lieutenant Ronald D. Oliver,"Memphis Police Department, TN",Memphis Police Department,TN,1981-08-05,Cause of Death: Gunfire,NA,1981
Patrolman Kenneth Petersen,"Fort Lauderdale Police Department, FL",Fort Lauderdale Police Department,FL,1981-08-03,Cause of Death: Aircraft accident,NA,1981
